optID,time,tradeDate,inventory(k) ,contractType,dayToExpire,iv,strikePrice,delta,gamma,rho,theta,vega,pre_settlePrice,settlePrice_chg,spotPrice,theoryMargin,theoryPrice,settlePrice
10001392,31,2018/8/14,139.304,0,8,27.2,2.6,0.157,3.1295,1.00E-04,-0.0012,9.00E-04,0.0176,-26.7,2.518,-0.0067,0.0062,0.0129
10001392,32,2018/8/15,128.887,0,7,31,2.6,0.0247,0.8182,0,-3.00E-04,2.00E-04,0.0129,-64.3,2.454,-0.0039,7.00E-04,0.0046
10001392,33,2018/8/16,115.658,0,6,30.8,2.6,0.0191,0.6872,0,-3.00E-04,1.00E-04,0.0046,-30.4,2.453,-0.0027,5.00E-04,0.0032
10001392,34,2018/8/17,102.477,0,5,31.3,2.6,0.0028,0.1407,0,-1.00E-04,0,0.0032,-68.7,2.42,-9.00E-04,1.00E-04,0.001
10001392,35,2018/8/20,88.08,0,2,38.1,2.6,1.00E-04,0.0139,0,0,0,0.001,-40,2.458,-6.00E-04,0,6.00E-04
10001392,36,2018/8/21,76.723,0,1,31.3,2.6,1.00E-04,0.0129,0,0,0,6.00E-04,-83.3,2.496,-1.00E-04,0,1.00E-04
10001393,1,2018/6/28,3.719,0,55,22.7,2.65,0.1444,1.34,5.00E-04,-4.00E-04,0.0022,0.0286,-16.1,2.441,-0.0118,0.0122,0.024
10001393,2,2018/7/2,6.391,0,51,23.9,2.65,0.0978,1.0189,3.00E-04,-3.00E-04,0.0015,0.0302,-44,2.399,-0.0093,0.0076,0.0169
10001393,3,2018/7/3,8.6,0,50,24.2,2.65,0.1269,1.1378,4.00E-04,-4.00E-04,0.0019,0.0169,11.8,2.41,-0.0077,0.0112,0.0189
10001393,4,2018/7/4,9.334,0,49,24.9,2.65,0.1028,0.9974,3.00E-04,-4.00E-04,0.0016,0.0189,-10.1,2.39,-0.0085,0.0085,0.017
10001393,5,2018/7/5,9.903,0,48,25.1,2.65,0.1045,1.0051,3.00E-04,-4.00E-04,0.0016,0.0168,-1.2,2.391,-0.0079,0.0087,0.0166
10001393,6,2018/7/6,11.088,0,47,23.9,2.65,0.1541,1.2397,5.00E-04,-5.00E-04,0.0021,0.0164,15.9,2.425,-0.0042,0.0148,0.019
10001393,7,2018/7/9,12.305,0,44,21.1,2.65,0.2496,1.6505,7.00E-04,-8.00E-04,0.0028,0.019,29.5,2.496,0.003,0.0276,0.0246
10001393,8,2018/7/10,12.465,0,43,21.4,2.65,0.2415,1.642,7.00E-04,-8.00E-04,0.0027,0.0246,-2.8,2.493,0.0022,0.0261,0.0239
10001393,9,2018/7/11,13.495,0,42,22.9,2.65,0.1898,1.4043,5.00E-04,-7.00E-04,0.0023,0.0239,-21.3,2.454,6.00E-04,0.0194,0.0188
10001393,10,2018/7/12,14.506,0,41,21.4,2.65,0.2693,1.6665,7.00E-04,-9.00E-04,0.0028,0.0188,35.1,2.505,0.0059,0.0313,0.0254
10001393,11,2018/7/13,15.309,0,40,21.9,2.65,0.2737,1.691,7.00E-04,-9.00E-04,0.0028,0.0254,5.5,2.509,0.005,0.0318,0.0268
10001393,12,2018/7/18,22.413,0,35,19.9,2.65,0.1775,1.4635,4.00E-04,-7.00E-04,0.002,0.016,-36.3,2.463,0.0063,0.0165,0.0102
10001393,13,2018/7/19,26.013,0,34,18.4,2.65,0.191,1.5406,4.00E-04,-8.00E-04,0.0021,0.0102,-14.7,2.474,0.0093,0.018,0.0087
10001393,14,2018/7/20,33.251,0,33,19.3,2.65,0.3098,1.9081,7.00E-04,-0.0011,0.0027,0.0087,160.9,2.54,0.0127,0.0354,0.0227
10001393,15,2018/7/23,32.849,0,30,19.8,2.65,0.3588,2.0793,7.00E-04,-0.0012,0.0028,0.0227,30.8,2.569,0.0125,0.0422,0.0297
10001393,16,2018/7/24,35.645,0,29,21.4,2.65,0.4434,2.2182,9.00E-04,-0.0013,0.0029,0.0297,63.3,2.61,0.0083,0.0568,0.0485
10001393,17,2018/7/25,41.943,0,28,20.9,2.65,0.4369,2.31,8.00E-04,-0.0013,0.0028,0.0485,-6.2,2.609,0.0078,0.0533,0.0455
10001393,18,2018/7/26,61.165,0,27,22.1,2.65,0.3525,2.2955,6.00E-04,-0.0012,0.0026,0.0455,-24.2,2.575,0.0027,0.0372,0.0345
10001393,19,2018/7/27,61.382,0,26,21.2,2.65,0.3458,2.3638,6.00E-04,-0.0012,0.0025,0.0345,-9.9,2.575,0.0039,0.035,0.0311
10001393,20,2018/7/30,67.364,0,23,21.9,2.65,0.3633,2.5459,6.00E-04,-0.0013,0.0024,0.0311,7.4,2.587,0.0021,0.0355,0.0334
10001393,21,2018/7/31,76.588,0,22,21.9,2.65,0.3738,2.7401,6.00E-04,-0.0013,0.0024,0.0334,5.7,2.595,-6.00E-04,0.0347,0.0353
10001393,22,2018/8/1,87.18,0,21,23.4,2.65,0.2147,2.2737,3.00E-04,-0.001,0.0018,0.0353,-43.3,2.537,-0.0047,0.0153,0.02
10001393,23,2018/8/2,87.159,0,20,25.4,2.65,0.1141,1.5298,2.00E-04,-6.00E-04,0.0011,0.02,-42.5,2.484,-0.0046,0.0069,0.0115
10001393,24,2018/8/3,90.221,0,19,26.4,2.65,0.0702,1.116,1.00E-04,-4.00E-04,8.00E-04,0.0115,-30.4,2.457,-0.0043,0.0037,0.008
10001393,25,2018/8/6,94.51,0,16,28,2.65,0.0476,0.9146,1.00E-04,-3.00E-04,5.00E-04,0.008,-11.3,2.455,-0.005,0.0021,0.0071
10001393,26,2018/8/7,91.235,0,15,26.1,2.65,0.1554,2.185,2.00E-04,-9.00E-04,0.0012,0.0071,112.7,2.53,-0.0064,0.0087,0.0151
10001393,27,2018/8/8,92.772,0,14,26.4,2.65,0.0827,1.4645,1.00E-04,-6.00E-04,7.00E-04,0.0151,-44.4,2.495,-0.0045,0.0039,0.0084
10001393,28,2018/8/9,91.331,0,13,25.6,2.65,0.1767,2.628,2.00E-04,-0.001,0.0012,0.0084,94,2.551,-0.0071,0.0092,0.0163
10001393,29,2018/8/10,94.707,0,12,24.7,2.65,0.161,2.6276,1.00E-04,-0.001,0.0011,0.0163,-17.2,2.551,-0.0057,0.0078,0.0135
10001393,30,2018/8/13,101.358,0,9,28.1,2.65,0.0777,1.7625,0,-7.00E-04,6.00E-04,0.0135,-37.8,2.526,-0.0055,0.0029,0.0084
10001393,31,2018/8/14,98.939,0,8,28,2.65,0.0514,1.373,0,-5.00E-04,4.00E-04,0.0084,-31,2.518,-0.0042,0.0016,0.0058
10001393,32,2018/8/15,92.202,0,7,33,2.65,0.0043,0.1793,0,-1.00E-04,0,0.0058,-60.3,2.454,-0.0022,1.00E-04,0.0023
10001393,33,2018/8/16,90.478,0,6,31.7,2.65,0.0028,0.1291,0,0,0,0.0023,-47.8,2.453,-0.0011,1.00E-04,0.0012
10001393,34,2018/8/17,79.236,0,5,35.2,2.65,2.00E-04,0.0137,0,0,0,0.0012,-58.3,2.42,-5.00E-04,0,5.00E-04
10001393,35,2018/8/20,72.267,0,2,41,2.65,0,1.00E-04,0,0,0,5.00E-04,-60,2.458,-2.00E-04,0,2.00E-04
10001393,36,2018/8/21,67.637,0,1,43,2.65,0,0,0,0,0,2.00E-04,-50,2.496,-1.00E-04,0,1.00E-04
10001394,1,2018/6/28,2.311,1,55,24.4,2.25,-0.0978,1.0181,-4.00E-04,-2.00E-04,0.0016,0.0166,27.7,2.441,-0.0131,0.0081,0.0212
10001394,2,2018/7/2,5.638,1,51,27.5,2.25,-0.1534,1.3962,-5.00E-04,-4.00E-04,0.0021,0.0124,183.9,2.399,-0.0212,0.014,0.0352
10001394,3,2018/7/3,7.791,1,50,27.7,2.25,-0.1549,1.3027,-5.00E-04,-4.00E-04,0.0021,0.0352,-7.4,2.41,-0.0173,0.0153,0.0326
10001394,4,2018/7/4,8.293,1,49,28.4,2.25,-0.1807,1.4653,-6.00E-04,-4.00E-04,0.0023,0.0326,18.4,2.39,-0.0204,0.0182,0.0386
10001394,5,2018/7/5,9.818,1,48,28.8,2.25,-0.1806,1.4577,-6.00E-04,-4.00E-04,0.0023,0.0386,1,2.391,-0.0207,0.0183,0.039
10001394,6,2018/7/6,9.903,1,47,28.8,2.25,-0.1461,1.1964,-5.00E-04,-4.00E-04,0.002,0.039,-22.6,2.425,-0.0153,0.0149,0.0302
10001394,7,2018/7/9,10.29,1,44,27.2,2.25,-0.0739,0.7276,-2.00E-04,-3.00E-04,0.0012,0.0302,-54.3,2.496,-0.0072,0.0066,0.0138
10001394,8,2018/7/10,9.841,1,43,27.1,2.25,-0.0741,0.7384,-2.00E-04,-3.00E-04,0.0012,0.0138,-1.4,2.493,-0.0071,0.0065,0.0136
10001394,9,2018/7/11,10.943,1,42,29.1,2.25,-0.1149,1.0047,-3.00E-04,-4.00E-04,0.0016,0.0136,62.5,2.454,-0.0109,0.0112,0.0221
10001394,10,2018/7/12,12.066,1,41,28.3,2.25,-0.073,0.7,-2.00E-04,-3.00E-04,0.0012,0.0221,-40.7,2.505,-0.0064,0.0067,0.0131
10001394,11,2018/7/13,12.872,1,40,27.7,2.25,-0.0689,0.674,-2.00E-04,-3.00E-04,0.0011,0.0131,-13.7,2.509,-0.0051,0.0062,0.0113
10001394,12,2018/7/18,15.554,1,35,23.4,2.25,-0.0897,0.9112,-2.00E-04,-4.00E-04,0.0012,0.0103,-2.9,2.463,-0.0024,0.0076,0.01
10001394,13,2018/7/19,16.919,1,34,25.5,2.25,-0.0783,0.8276,-2.00E-04,-4.00E-04,0.0011,0.01,-11,2.474,-0.0025,0.0064,0.0089
10001394,14,2018/7/20,17.277,1,33,26.6,2.25,-0.0399,0.465,-1.00E-04,-2.00E-04,7.00E-04,0.0089,-44.9,2.54,-0.0018,0.0031,0.0049
10001394,15,2018/7/23,16.755,1,30,29.1,2.25,-0.024,0.3143,-1.00E-04,-2.00E-04,4.00E-04,0.0049,-12.2,2.569,-0.0026,0.0017,0.0043
10001394,16,2018/7/24,16.441,1,29,31.9,2.25,-0.012,0.1757,0,-1.00E-04,2.00E-04,0.0042,-2.4,2.61,-0.0033,8.00E-04,0.0041
10001394,17,2018/7/25,15.793,1,28,31.4,2.25,-0.0095,0.1498,0,-1.00E-04,2.00E-04,0.0041,-14.6,2.609,-0.0029,6.00E-04,0.0035
10001394,18,2018/7/26,15.411,1,27,28.7,2.25,-0.013,0.207,0,-1.00E-04,2.00E-04,0.0035,-17.1,2.575,-0.0022,7.00E-04,0.0029
10001394,19,2018/7/27,15.397,1,26,26.4,2.25,-0.0106,0.1798,0,-1.00E-04,2.00E-04,0.0029,-44.8,2.575,-0.001,6.00E-04,0.0016
10001394,20,2018/7/30,15.445,1,23,27.8,2.25,-0.0058,0.1125,0,-1.00E-04,1.00E-04,0.0016,-18.7,2.587,-0.001,3.00E-04,0.0013
10001394,21,2018/7/31,15.329,1,22,28.6,2.25,-0.003,0.0658,0,0,1.00E-04,0.0013,-7.7,2.595,-0.0011,1.00E-04,0.0012
10001394,22,2018/8/1,16.941,1,21,30.8,2.25,-0.0073,0.1572,0,-1.00E-04,1.00E-04,0.0012,200,2.537,-0.0033,3.00E-04,0.0036
10001394,23,2018/8/2,22.665,1,20,29.3,2.25,-0.0219,0.4141,0,-2.00E-04,3.00E-04,0.0036,38.9,2.484,-0.004,0.001,0.005
10001394,24,2018/8/3,24.277,1,19,28.3,2.25,-0.0314,0.5857,0,-2.00E-04,4.00E-04,0.005,12,2.457,-0.0041,0.0015,0.0056
10001394,25,2018/8/6,25.156,1,16,29.5,2.25,-0.0209,0.4633,0,-2.00E-04,3.00E-04,0.0056,-12.5,2.455,-0.0041,8.00E-04,0.0049
10001394,26,2018/8/7,26.024,1,15,31.3,2.25,-0.0028,0.0775,0,0,0,0.0049,-59.2,2.53,-0.0019,1.00E-04,0.002
10001394,27,2018/8/8,26.176,1,14,31,2.25,-0.0056,0.1541,0,-1.00E-04,1.00E-04,0.002,25,2.495,-0.0023,2.00E-04,0.0025
10001394,28,2018/8/9,26.461,1,13,32.7,2.25,-5.00E-04,0.0174,0,0,0,0.0025,-56,2.551,-0.0011,0,0.0011
10001394,29,2018/8/10,26.045,1,12,32.2,2.25,-2.00E-04,0.0094,0,0,0,0.0011,-36.4,2.551,-7.00E-04,0,7.00E-04
10001394,30,2018/8/13,23.945,1,9,34.2,2.25,-2.00E-04,0.0077,0,0,0,7.00E-04,0,2.526,-7.00E-04,0,7.00E-04
10001394,31,2018/8/14,23.436,1,8,34.2,2.25,-1.00E-04,0.0049,0,0,0,7.00E-04,-28.6,2.518,-5.00E-04,0,5.00E-04
10001394,32,2018/8/15,24.106,1,7,34.2,2.25,-0.0011,0.0532,0,0,0,5.00E-04,180,2.454,-0.0014,0,0.0014
10001394,33,2018/8/16,25.843,1,6,34.2,2.25,-8.00E-04,0.0386,0,0,0,0.0014,-35.7,2.453,-9.00E-04,0,9.00E-04
10001394,34,2018/8/17,25.291,1,5,31.7,2.25,-0.002,0.1029,0,0,0,9.00E-04,-11.1,2.42,-8.00E-04,0,8.00E-04
10001394,35,2018/8/20,24.713,1,2,48.8,2.25,0,0,0,0,0,8.00E-04,-75,2.458,-2.00E-04,0,2.00E-04
10001394,36,2018/8/21,23.043,1,1,70.3,2.25,0,0,0,0,0,2.00E-04,-50,2.496,-1.00E-04,0,1.00E-04
10001395,1,2018/6/28,1.3,1,55,24.4,2.3,-0.1641,1.4583,-6.00E-04,-3.00E-04,0.0023,0.0261,24.1,2.441,-0.0172,0.0152,0.0324
10001395,2,2018/7/2,3.305,1,51,27.4,2.3,-0.2386,1.8282,-8.00E-04,-4.00E-04,0.0028,0.0184,171.2,2.399,-0.0253,0.0246,0.0499
10001395,3,2018/7/3,4.887,1,50,27.6,2.3,-0.234,1.6764,-8.00E-04,-5.00E-04,0.0027,0.0499,-6.4,2.41,-0.0207,0.026,0.0467
10001395,4,2018/7/4,5.975,1,49,27.9,2.3,-0.2676,1.8336,-9.00E-04,-5.00E-04,0.0029,0.0467,12.8,2.39,-0.0222,0.0305,0.0527
10001395,5,2018/7/5,6.976,1,48,28.6,2.3,-0.267,1.8231,-9.00E-04,-5.00E-04,0.0029,0.0527,2.3,2.391,-0.0234,0.0305,0.0539
10001395,6,2018/7/6,8.579,1,47,28,2.3,-0.2191,1.5432,-7.00E-04,-5.00E-04,0.0026,0.0539,-23.4,2.425,-0.0163,0.025,0.0413
10001395,7,2018/7/9,8.342,1,44,25.9,2.3,-0.1226,1.0556,-4.00E-04,-4.00E-04,0.0018,0.0413,-54,2.496,-0.0069,0.0121,0.019
10001395,8,2018/7/10,10.357,1,43,26.1,2.3,-0.1235,1.0749,-4.00E-04,-4.00E-04,0.0017,0.019,3.2,2.493,-0.0076,0.012,0.0196
10001395,9,2018/7/11,10.813,1,42,27.5,2.3,-0.1784,1.3512,-5.00E-04,-5.00E-04,0.0022,0.0196,49.5,2.454,-0.0099,0.0194,0.0293
10001395,10,2018/7/12,12.605,1,41,27.3,2.3,-0.1198,1.0087,-4.00E-04,-4.00E-04,0.0017,0.0293,-35.5,2.505,-0.0068,0.0121,0.0189
10001395,11,2018/7/13,11.958,1,40,26.9,2.3,-0.1144,0.9821,-3.00E-04,-4.00E-04,0.0016,0.0189,-11.1,2.509,-0.0055,0.0113,0.0168
10001395,12,2018/7/18,26.865,1,35,24.5,2.3,-0.1496,1.3096,-4.00E-04,-5.00E-04,0.0018,0.0165,0,2.463,-0.0023,0.0142,0.0165
10001395,13,2018/7/19,28.865,1,34,24.7,2.3,-0.1337,1.2208,-3.00E-04,-5.00E-04,0.0016,0.0165,-12.1,2.474,-0.0022,0.0123,0.0145
10001395,14,2018/7/20,34.363,1,33,25.6,2.3,-0.0735,0.7543,-2.00E-04,-4.00E-04,0.0011,0.0145,-45.5,2.54,-0.0017,0.0062,0.0079
10001395,15,2018/7/23,39.443,1,30,27.7,2.3,-0.0481,0.5568,-1.00E-04,-3.00E-04,7.00E-04,0.0079,-16.5,2.569,-0.0029,0.0037,0.0066
10001395,16,2018/7/24,38.651,1,29,31,2.3,-0.0265,0.3451,-1.00E-04,-2.00E-04,5.00E-04,0.0066,-1.5,2.61,-0.0047,0.0018,0.0065
10001395,17,2018/7/25,41.037,1,28,31.3,2.3,-0.0223,0.3115,0,-2.00E-04,4.00E-04,0.0065,-3.1,2.609,-0.0049,0.0014,0.0063
10001395,18,2018/7/26,36.753,1,27,27.3,2.3,-0.0303,0.4243,-1.00E-04,-2.00E-04,5.00E-04,0.0063,-27,2.575,-0.0027,0.0019,0.0046
10001395,19,2018/7/27,35.948,1,26,25.4,2.3,-0.0261,0.3884,0,-2.00E-04,4.00E-04,0.0046,-37,2.575,-0.0013,0.0016,0.0029
10001395,20,2018/7/30,34.727,1,23,26.7,2.3,-0.0163,0.2763,0,-1.00E-04,3.00E-04,0.0029,-17.2,2.587,-0.0015,9.00E-04,0.0024
10001395,21,2018/7/31,34.616,1,22,27.3,2.3,-0.0097,0.188,0,-1.00E-04,2.00E-04,0.0024,-16.7,2.595,-0.0015,5.00E-04,0.002
10001395,22,2018/8/1,33.863,1,21,29.1,2.3,-0.0223,0.4133,0,-2.00E-04,3.00E-04,0.002,180,2.537,-0.0045,0.0011,0.0056
10001395,23,2018/8/2,32.642,1,20,28.1,2.3,-0.0566,0.9023,-1.00E-04,-3.00E-04,7.00E-04,0.0056,57.1,2.484,-0.0057,0.0031,0.0088
10001395,24,2018/8/3,34.203,1,19,27.2,2.3,-0.0788,1.2196,-1.00E-04,-4.00E-04,8.00E-04,0.0088,15.9,2.457,-0.0058,0.0044,0.0102
10001395,25,2018/8/6,36.743,1,16,28.5,2.3,-0.062,1.1271,-1.00E-04,-4.00E-04,6.00E-04,0.0102,-8.8,2.455,-0.0063,0.003,0.0093
10001395,26,2018/8/7,39.526,1,15,30.5,2.3,-0.0117,0.2796,0,-1.00E-04,2.00E-04,0.0093,-60.2,2.53,-0.0033,4.00E-04,0.0037
10001395,27,2018/8/8,41.348,1,14,29.3,2.3,-0.0223,0.51,0,-2.00E-04,3.00E-04,0.0037,35.1,2.495,-0.0041,9.00E-04,0.005
10001395,28,2018/8/9,39.432,1,13,31.5,2.3,-0.0031,0.0964,0,0,0,0.005,-56,2.551,-0.0021,1.00E-04,0.0022
10001395,29,2018/8/10,37.655,1,12,28.8,2.3,-0.0019,0.0647,0,0,0,0.0022,-50,2.551,-0.001,1.00E-04,0.0011
10001395,30,2018/8/13,37.016,1,9,31.3,2.3,-0.0018,0.0688,0,0,0,0.0011,-9.1,2.526,-0.001,0,0.001
10001395,31,2018/8/14,36.14,1,8,30.3,2.3,-0.0013,0.0555,0,0,0,0.001,-20,2.518,-8.00E-04,0,8.00E-04
10001395,32,2018/8/15,35.815,1,7,32.8,2.3,-0.011,0.4091,0,-1.00E-04,1.00E-04,8.00E-04,350,2.454,-0.0033,3.00E-04,0.0036
10001395,33,2018/8/16,36.878,1,6,33.9,2.3,-0.0088,0.3524,0,-1.00E-04,1.00E-04,0.0036,-13.9,2.453,-0.0029,2.00E-04,0.0031
10001395,34,2018/8/17,37.857,1,5,31.7,2.3,-0.0218,0.8389,0,-3.00E-04,1.00E-04,0.0031,6.5,2.42,-0.0028,5.00E-04,0.0033
10001395,35,2018/8/20,38.44,1,2,40,2.3,0,8.00E-04,0,0,0,0.0033,-90.9,2.458,-3.00E-04,0,3.00E-04
10001395,36,2018/8/21,36.788,1,1,58.6,2.3,0,0,0,0,0,3.00E-04,-66.7,2.496,-1.00E-04,0,1.00E-04
10001396,1,2018/6/28,1.153,1,55,23.9,2.35,-0.252,1.8814,-0.001,-4.00E-04,0.003,0.0379,20.3,2.441,-0.0191,0.0265,0.0456
10001396,2,2018/7/2,4.313,1,51,27.3,2.35,-0.3422,2.1672,-0.0012,-5.00E-04,0.0033,0.0283,142,2.399,-0.0283,0.0402,0.0685
10001396,3,2018/7/3,5.382,1,50,27.2,2.35,-0.3291,1.9783,-0.0011,-6.00E-04,0.0032,0.0685,-7.9,2.41,-0.0219,0.0412,0.0631
10001396,4,2018/7/4,5.564,1,49,27.7,2.35,-0.3693,2.1019,-0.0012,-6.00E-04,0.0033,0.0635,13.1,2.39,-0.0242,0.0476,0.0718
10001396,5,2018/7/5,6.351,1,48,28.4,2.35,-0.3681,2.0901,-0.0012,-6.00E-04,0.0033,0.0718,1.3,2.391,-0.0251,0.0476,0.0727
10001396,6,2018/7/6,5.739,1,47,27.9,2.35,-0.3076,1.8366,-0.001,-6.00E-04,0.0031,0.0727,-20.4,2.425,-0.0186,0.0393,0.0579
10001396,7,2018/7/9,6.582,1,44,25.5,2.35,-0.1886,1.4041,-6.00E-04,-5.00E-04,0.0023,0.0579,-50.1,2.496,-0.0082,0.0207,0.0289
10001396,8,2018/7/10,8.405,1,43,25.4,2.35,-0.1907,1.4319,-6.00E-04,-5.00E-04,0.0023,0.0289,-1.4,2.493,-0.0078,0.0207,0.0285
10001396,9,2018/7/11,7.048,1,42,27,2.35,-0.2585,1.6744,-8.00E-04,-7.00E-04,0.0027,0.0285,46.7,2.454,-0.0105,0.0313,0.0418
10001396,10,2018/7/12,8.547,1,41,26.6,2.35,-0.183,1.3382,-5.00E-04,-6.00E-04,0.0022,0.0418,-34.4,2.505,-0.0069,0.0205,0.0274
10001396,11,2018/7/13,9.561,1,40,25.9,2.35,-0.1763,1.3157,-5.00E-04,-6.00E-04,0.0022,0.0274,-11.3,2.509,-0.0049,0.0194,0.0243
10001396,12,2018/7/18,15.082,1,35,24.2,2.35,-0.2296,1.707,-6.00E-04,-7.00E-04,0.0023,0.0258,3.1,2.463,-0.002,0.0246,0.0266
10001396,13,2018/7/19,18.631,1,34,23.8,2.35,-0.2096,1.6292,-5.00E-04,-7.00E-04,0.0022,0.0266,-15,2.474,-9.00E-04,0.0217,0.0226
10001396,14,2018/7/20,21.408,1,33,24.4,2.35,-0.1241,1.1084,-3.00E-04,-5.00E-04,0.0016,0.0226,-46.9,2.54,-3.00E-04,0.0117,0.012
10001396,15,2018/7/23,27.607,1,30,26.2,2.35,-0.0876,0.8856,-2.00E-04,-5.00E-04,0.0012,0.012,-19.2,2.569,-0.0022,0.0075,0.0097
10001396,16,2018/7/24,30.432,1,29,29.1,2.35,-0.0527,0.6042,-1.00E-04,-3.00E-04,8.00E-04,0.0097,-9.3,2.61,-0.0047,0.0041,0.0088
10001396,17,2018/7/25,33.007,1,28,28.6,2.35,-0.0466,0.5713,-1.00E-04,-3.00E-04,7.00E-04,0.0088,-10.2,2.609,-0.0045,0.0034,0.0079
10001396,18,2018/7/26,37.301,1,27,26,2.35,-0.0625,0.7605,-1.00E-04,-4.00E-04,9.00E-04,0.0079,-7.6,2.575,-0.0028,0.0045,0.0073
10001396,19,2018/7/27,38.012,1,26,24,2.35,-0.0563,0.7264,-1.00E-04,-3.00E-04,8.00E-04,0.0073,-32.9,2.575,-0.0011,0.0038,0.0049
10001396,20,2018/7/30,39.322,1,23,25.5,2.35,-0.0393,0.5762,-1.00E-04,-3.00E-04,6.00E-04,0.0049,-14.3,2.587,-0.0018,0.0024,0.0042
10001396,21,2018/7/31,38.484,1,22,25.5,2.35,-0.0266,0.4452,0,-2.00E-04,4.00E-04,0.0042,-19,2.595,-0.002,0.0014,0.0034
10001396,22,2018/8/1,38.381,1,21,26.9,2.35,-0.0566,0.8867,-1.00E-04,-3.00E-04,7.00E-04,0.0034,147.1,2.537,-0.0052,0.0032,0.0084
10001396,23,2018/8/2,52.422,1,20,27.8,2.35,-0.123,1.6129,-2.00E-04,-6.00E-04,0.0012,0.0084,90.5,2.484,-0.0082,0.0078,0.016
10001396,24,2018/8/3,69.917,1,19,26.6,2.35,-0.1649,2.0585,-2.00E-04,-7.00E-04,0.0014,0.016,15,2.457,-0.0076,0.0108,0.0184
10001396,25,2018/8/6,76.317,1,16,28,2.35,-0.1466,2.1169,-2.00E-04,-7.00E-04,0.0012,0.0184,-3.8,2.455,-0.0093,0.0084,0.0177
10001396,26,2018/8/7,77.14,1,15,28.8,2.35,-0.0385,0.7639,0,-3.00E-04,4.00E-04,0.0177,-62.7,2.53,-0.0049,0.0017,0.0066
10001396,27,2018/8/8,81.258,1,14,28.8,2.35,-0.0677,1.2577,-1.00E-04,-5.00E-04,6.00E-04,0.0066,45.5,2.495,-0.0064,0.0032,0.0096
10001396,28,2018/8/9,79.172,1,13,30,2.35,-0.0147,0.3776,0,-1.00E-04,2.00E-04,0.0096,-55.2,2.551,-0.0038,5.00E-04,0.0043
10001396,29,2018/8/10,77.51,1,12,26.9,2.35,-0.0106,0.3004,0,-1.00E-04,1.00E-04,0.0043,-51.2,2.551,-0.0018,3.00E-04,0.0021
10001396,30,2018/8/13,76.73,1,9,28.3,2.35,-0.012,0.3781,0,-1.00E-04,1.00E-04,0.0021,9.5,2.526,-0.002,3.00E-04,0.0023
10001396,31,2018/8/14,74.754,1,8,28.6,2.35,-0.0105,0.3621,0,-1.00E-04,1.00E-04,0.0023,-8.7,2.518,-0.0018,3.00E-04,0.0021
10001396,32,2018/8/15,72.279,1,7,30.9,2.35,-0.0612,1.7125,0,-6.00E-04,4.00E-04,0.0021,285.7,2.454,-0.0062,0.0019,0.0081
10001396,33,2018/8/16,74.452,1,6,31.1,2.35,-0.0555,1.6567,0,-6.00E-04,4.00E-04,0.0081,-17.3,2.453,-0.0051,0.0016,0.0067
10001396,34,2018/8/17,76.125,1,5,27.8,2.35,-0.1191,3.2085,0,-0.0012,6.00E-04,0.0067,11.9,2.42,-0.0038,0.0037,0.0075
10001396,35,2018/8/20,69.521,1,2,35.6,2.35,-0.0016,0.1348,0,0,0,0.0075,-85.3,2.458,-0.0011,0,0.0011
10001396,36,2018/8/21,47.009,1,1,48.8,2.35,0,0,0,0,0,0.0011,-81.8,2.496,-2.00E-04,0,2.00E-04
10001397,1,2018/6/28,2.509,1,55,23.5,2.4,-0.3575,2.2003,-0.0014,-5.00E-04,0.0035,0.0548,14.4,2.441,-0.0199,0.0428,0.0627
10001397,2,2018/7/2,4.452,1,51,27.5,2.4,-0.4568,2.34,-0.0016,-5.00E-04,0.0036,0.0409,125.2,2.399,-0.0307,0.0614,0.0921
10001397,3,2018/7/3,6.447,1,50,27,2.4,-0.4345,2.1522,-0.0015,-6.00E-04,0.0035,0.0921,-8.3,2.41,-0.0229,0.0616,0.0845
10001397,4,2018/7/4,8.353,1,49,27.4,2.4,-0.4787,2.2191,-0.0016,-6.00E-04,0.0035,0.0845,11.6,2.39,-0.0242,0.0701,0.0943
10001397,5,2018/7/5,8.884,1,48,28.3,2.4,-0.477,2.2084,-0.0016,-6.00E-04,0.0035,0.0943,1.8,2.391,-0.0259,0.0701,0.096
10001397,6,2018/7/6,9.791,1,47,26.9,2.4,-0.4067,2.0267,-0.0013,-7.00E-04,0.0034,0.096,-21.8,2.425,-0.0165,0.0586,0.0751
10001397,7,2018/7/9,11.371,1,44,24.6,2.4,-0.271,1.7217,-9.00E-04,-6.00E-04,0.0029,0.0751,-46.5,2.496,-0.007,0.0332,0.0402
10001397,8,2018/7/10,11.271,1,43,24.5,2.4,-0.2746,1.7554,-8.00E-04,-7.00E-04,0.0029,0.0402,0,2.493,-0.0068,0.0334,0.0402
10001397,9,2018/7/11,12.284,1,42,26.2,2.4,-0.3518,1.9214,-0.001,-8.00E-04,0.0031,0.0402,42.3,2.454,-0.0093,0.0479,0.0572
10001397,10,2018/7/12,17.08,1,41,25.3,2.4,-0.2618,1.643,-8.00E-04,-7.00E-04,0.0027,0.0572,-34.6,2.505,-0.0047,0.0327,0.0374
10001397,11,2018/7/13,17.496,1,40,25.3,2.4,-0.2542,1.6287,-7.00E-04,-7.00E-04,0.0027,0.0374,-5.1,2.509,-0.0043,0.0312,0.0355
